ligand	receptor	d.ligand	d.receptor	ligand_ensembl	receptor_ensembl
F2	F2RL2	"coagulation factor II, thrombin"	coagulation factor II thrombin receptor like 2	ENSBTAG00000007148	ENSBTAG00000000898
F2	F2RL3	"coagulation factor II, thrombin"	F2R like thrombin or trypsin receptor 3	ENSBTAG00000007148	ENSBTAG00000033278
F2	GP1BA	"coagulation factor II, thrombin"	glycoprotein Ib platelet subunit alpha	ENSBTAG00000007148	ENSBTAG00000004909
F2	GP9	"coagulation factor II, thrombin"	glycoprotein IX platelet	ENSBTAG00000007148	ENSBTAG00000014666
F2	ITGA2B	"coagulation factor II, thrombin"	integrin subunit alpha 2b	ENSBTAG00000007148	ENSBTAG00000008165
F7	F3	coagulation factor VII	"coagulation factor III, tissue factor"	ENSBTAG00000007411	ENSBTAG00000007101
F8	ASGR2	coagulation factor VIII	asialoglycoprotein receptor 2	ENSBTAG00000010726	ENSBTAG00000025101
F8	LDLR	coagulation factor VIII	low density lipoprotein receptor	ENSBTAG00000010726	ENSBTAG00000012314
F8	LRP1	coagulation factor VIII	LDL receptor related protein 1	ENSBTAG00000010726	ENSBTAG00000010830
F9	LRP1	coagulation factor IX	LDL receptor related protein 1	ENSBTAG00000004003	ENSBTAG00000010830
FABP5	RXRA	fatty acid binding protein 5	retinoid X receptor alpha	ENSBTAG00000047330	ENSBTAG00000017851
FARP2	PLXNA1	"FERM, ARH/RhoGEF and pleckstrin domain protein 2"	plexin A1	ENSBTAG00000013110	ENSBTAG00000009159
FARP2	PLXNA2	"FERM, ARH/RhoGEF and pleckstrin domain protein 2"	plexin A2	ENSBTAG00000013110	ENSBTAG00000001173
FARP2	PLXNA3	"FERM, ARH/RhoGEF and pleckstrin domain protein 2"	plexin A3	ENSBTAG00000013110	ENSBTAG00000008552
FARP2	PLXNA4	"FERM, ARH/RhoGEF and pleckstrin domain protein 2"	plexin A4	ENSBTAG00000013110	ENSBTAG00000014543
FASLG	FAS	Fas ligand	Fas cell surface death receptor	ENSBTAG00000032808	ENSBTAG00000010785
FASLG	TNFRSF1A	Fas ligand	TNF receptor superfamily member 1A	ENSBTAG00000032808	ENSBTAG00000004211
FASLG	TNFRSF6B	Fas ligand	TNF receptor superfamily member 6b	ENSBTAG00000032808	ENSBTAG00000007498
FAT4	DCHS1	FAT atypical cadherin 4	dachsous cadherin-related 1	ENSBTAG00000003345	ENSBTAG00000015405
FBLN1	ITGB1	fibulin 1	integrin subunit beta 1	ENSBTAG00000012088	ENSBTAG00000015910
FBLN2	ITGB3	fibulin 2	integrin subunit beta 3	ENSBTAG00000004014	ENSBTAG00000009987
FBN1	ITGA5	fibrillin 1	integrin subunit alpha 5	ENSBTAG00000002278	ENSBTAG00000013745
FBN1	ITGAV	fibrillin 1	integrin subunit alpha V	ENSBTAG00000002278	ENSBTAG00000019929
FBN1	ITGB1	fibrillin 1	integrin subunit beta 1	ENSBTAG00000002278	ENSBTAG00000015910
FBN1	ITGB3	fibrillin 1	integrin subunit beta 3	ENSBTAG00000002278	ENSBTAG00000009987
FBN1	ITGB6	fibrillin 1	integrin subunit beta 6	ENSBTAG00000002278	ENSBTAG00000009080
FGA	CDH5	fibrinogen alpha chain	cadherin 5	ENSBTAG00000001638	ENSBTAG00000007421
FGA	ITGA2B	fibrinogen alpha chain	integrin subunit alpha 2b	ENSBTAG00000001638	ENSBTAG00000008165
FGA	ITGA5	fibrinogen alpha chain	integrin subunit alpha 5	ENSBTAG00000001638	ENSBTAG00000013745
FGA	ITGAD	fibrinogen alpha chain	integrin subunit alpha D	ENSBTAG00000001638	ENSBTAG00000019524
FGA	ITGAM	fibrinogen alpha chain	integrin subunit alpha M	ENSBTAG00000001638	ENSBTAG00000047238
FGA	ITGAV	fibrinogen alpha chain	integrin subunit alpha V	ENSBTAG00000001638	ENSBTAG00000019929
FGA	ITGB1	fibrinogen alpha chain	integrin subunit beta 1	ENSBTAG00000001638	ENSBTAG00000015910
FGA	ITGB2	fibrinogen alpha chain	integrin subunit beta 2	ENSBTAG00000001638	ENSBTAG00000017060
FGA	ITGB3	fibrinogen alpha chain	integrin subunit beta 3	ENSBTAG00000001638	ENSBTAG00000009987
FGA	PLAUR	fibrinogen alpha chain	"plasminogen activator, urokinase receptor"	ENSBTAG00000001638	ENSBTAG00000013125
FGA	TLR4	fibrinogen alpha chain	toll like receptor 4	ENSBTAG00000001638	ENSBTAG00000006240
FGB	ITGA2B	fibrinogen beta chain	integrin subunit alpha 2b	ENSBTAG00000022120	ENSBTAG00000008165
FGB	ITGA5	fibrinogen beta chain	integrin subunit alpha 5	ENSBTAG00000022120	ENSBTAG00000013745
FGB	ITGAM	fibrinogen beta chain	integrin subunit alpha M	ENSBTAG00000022120	ENSBTAG00000047238
FGB	ITGAV	fibrinogen beta chain	integrin subunit alpha V	ENSBTAG00000022120	ENSBTAG00000019929
FGB	ITGB1	fibrinogen beta chain	integrin subunit beta 1	ENSBTAG00000022120	ENSBTAG00000015910
FGB	ITGB2	fibrinogen beta chain	integrin subunit beta 2	ENSBTAG00000022120	ENSBTAG00000017060
FGB	ITGB3	fibrinogen beta chain	integrin subunit beta 3	ENSBTAG00000022120	ENSBTAG00000009987
FGB	TLR4	fibrinogen beta chain	toll like receptor 4	ENSBTAG00000022120	ENSBTAG00000006240
FGF10	FGFR1	fibroblast growth factor 10	fibroblast growth factor receptor 1	ENSBTAG00000051910	ENSBTAG00000015457
FGF10	FGFR2	fibroblast growth factor 10	fibroblast growth factor receptor 2	ENSBTAG00000051910	ENSBTAG00000014064
FGF11	FGFR1	fibroblast growth factor 11	fibroblast growth factor receptor 1	ENSBTAG00000061173	ENSBTAG00000015457
FGF11	FGFR2	fibroblast growth factor 11	fibroblast growth factor receptor 2	ENSBTAG00000061173	ENSBTAG00000014064
FGF11	FGFR3	fibroblast growth factor 11	fibroblast growth factor receptor 3	ENSBTAG00000061173	ENSBTAG00000007164
FGF11	FGFR4	fibroblast growth factor 11	fibroblast growth factor receptor 4	ENSBTAG00000061173	ENSBTAG00000010543
FGF12	FGFR1	fibroblast growth factor 12	fibroblast growth factor receptor 1	ENSBTAG00000012413	ENSBTAG00000015457
FGF12	FGFR2	fibroblast growth factor 12	fibroblast growth factor receptor 2	ENSBTAG00000012413	ENSBTAG00000014064
FGF12	FGFR3	fibroblast growth factor 12	fibroblast growth factor receptor 3	ENSBTAG00000012413	ENSBTAG00000007164
FGF12	FGFR4	fibroblast growth factor 12	fibroblast growth factor receptor 4	ENSBTAG00000012413	ENSBTAG00000010543
FGF13	EGFR	fibroblast growth factor 13	epidermal growth factor receptor	ENSBTAG00000020194	ENSBTAG00000011628
FGF13	FGFR1	fibroblast growth factor 13	fibroblast growth factor receptor 1	ENSBTAG00000020194	ENSBTAG00000015457
FGF13	FGFR2	fibroblast growth factor 13	fibroblast growth factor receptor 2	ENSBTAG00000020194	ENSBTAG00000014064
FGF13	FGFR3	fibroblast growth factor 13	fibroblast growth factor receptor 3	ENSBTAG00000020194	ENSBTAG00000007164
FGF13	FGFR4	fibroblast growth factor 13	fibroblast growth factor receptor 4	ENSBTAG00000020194	ENSBTAG00000010543
FGF13	SCN5A	fibroblast growth factor 13	sodium voltage-gated channel alpha subunit 5	ENSBTAG00000020194	ENSBTAG00000009155
FGF13	SCN8A	fibroblast growth factor 13	sodium voltage-gated channel alpha subunit 8	ENSBTAG00000020194	ENSBTAG00000021339
FGF14	FGFR1	fibroblast growth factor 14	fibroblast growth factor receptor 1	ENSBTAG00000052496	ENSBTAG00000015457
FGF14	FGFR2	fibroblast growth factor 14	fibroblast growth factor receptor 2	ENSBTAG00000052496	ENSBTAG00000014064
FGF14	FGFR3	fibroblast growth factor 14	fibroblast growth factor receptor 3	ENSBTAG00000052496	ENSBTAG00000007164
FGF14	FGFR4	fibroblast growth factor 14	fibroblast growth factor receptor 4	ENSBTAG00000052496	ENSBTAG00000010543
FGF16	FGFR1	fibroblast growth factor 16	fibroblast growth factor receptor 1	ENSBTAG00000006722	ENSBTAG00000015457
FGF16	FGFR2	fibroblast growth factor 16	fibroblast growth factor receptor 2	ENSBTAG00000006722	ENSBTAG00000014064
FGF16	FGFR3	fibroblast growth factor 16	fibroblast growth factor receptor 3	ENSBTAG00000006722	ENSBTAG00000007164
FGF16	FGFR4	fibroblast growth factor 16	fibroblast growth factor receptor 4	ENSBTAG00000006722	ENSBTAG00000010543
FGF17	FGFR1	fibroblast growth factor 17	fibroblast growth factor receptor 1	ENSBTAG00000046951	ENSBTAG00000015457
FGF17	FGFR2	fibroblast growth factor 17	fibroblast growth factor receptor 2	ENSBTAG00000046951	ENSBTAG00000014064
FGF17	FGFR3	fibroblast growth factor 17	fibroblast growth factor receptor 3	ENSBTAG00000046951	ENSBTAG00000007164
FGF17	FGFR4	fibroblast growth factor 17	fibroblast growth factor receptor 4	ENSBTAG00000046951	ENSBTAG00000010543
FGF18	FGFR1	fibroblast growth factor 18	fibroblast growth factor receptor 1	ENSBTAG00000000128	ENSBTAG00000015457
FGF18	FGFR2	fibroblast growth factor 18	fibroblast growth factor receptor 2	ENSBTAG00000000128	ENSBTAG00000014064
FGF18	FGFR3	fibroblast growth factor 18	fibroblast growth factor receptor 3	ENSBTAG00000000128	ENSBTAG00000007164
FGF18	FGFR4	fibroblast growth factor 18	fibroblast growth factor receptor 4	ENSBTAG00000000128	ENSBTAG00000010543
FGF19	FGFR1	fibroblast growth factor 19	fibroblast growth factor receptor 1	ENSBTAG00000017285	ENSBTAG00000015457
FGF19	FGFR2	fibroblast growth factor 19	fibroblast growth factor receptor 2	ENSBTAG00000017285	ENSBTAG00000014064
FGF19	FGFR3	fibroblast growth factor 19	fibroblast growth factor receptor 3	ENSBTAG00000017285	ENSBTAG00000007164
FGF19	FGFR4	fibroblast growth factor 19	fibroblast growth factor receptor 4	ENSBTAG00000017285	ENSBTAG00000010543
FGF19	KLB	fibroblast growth factor 19	klotho beta	ENSBTAG00000017285	ENSBTAG00000014517
FGF1	CD44	fibroblast growth factor 1	CD44 molecule (Indian blood group)	ENSBTAG00000005198	ENSBTAG00000011578
FGF1	EGFR	fibroblast growth factor 1	epidermal growth factor receptor	ENSBTAG00000005198	ENSBTAG00000011628
FGF1	FGFR1	fibroblast growth factor 1	fibroblast growth factor receptor 1	ENSBTAG00000005198	ENSBTAG00000015457
FGF1	FGFR2	fibroblast growth factor 1	fibroblast growth factor receptor 2	ENSBTAG00000005198	ENSBTAG00000014064
FGF1	FGFR3	fibroblast growth factor 1	fibroblast growth factor receptor 3	ENSBTAG00000005198	ENSBTAG00000007164
FGF1	FGFR4	fibroblast growth factor 1	fibroblast growth factor receptor 4	ENSBTAG00000005198	ENSBTAG00000010543
FGF1	FGFRL1	fibroblast growth factor 1	fibroblast growth factor receptor like 1	ENSBTAG00000005198	ENSBTAG00000027464
FGF1	NRP1	fibroblast growth factor 1	neuropilin 1	ENSBTAG00000005198	ENSBTAG00000019866
FGF20	FGFR1	fibroblast growth factor 20	fibroblast growth factor receptor 1	ENSBTAG00000044043	ENSBTAG00000015457
FGF20	FGFR2	fibroblast growth factor 20	fibroblast growth factor receptor 2	ENSBTAG00000044043	ENSBTAG00000014064
FGF20	FGFR3	fibroblast growth factor 20	fibroblast growth factor receptor 3	ENSBTAG00000044043	ENSBTAG00000007164
FGF20	FGFR4	fibroblast growth factor 20	fibroblast growth factor receptor 4	ENSBTAG00000044043	ENSBTAG00000010543
FGF21	FGFR1	fibroblast growth factor 21	fibroblast growth factor receptor 1	ENSBTAG00000011624	ENSBTAG00000015457
FGF21	FGFR2	fibroblast growth factor 21	fibroblast growth factor receptor 2	ENSBTAG00000011624	ENSBTAG00000014064
FGF21	FGFR3	fibroblast growth factor 21	fibroblast growth factor receptor 3	ENSBTAG00000011624	ENSBTAG00000007164
FGF21	FGFR4	fibroblast growth factor 21	fibroblast growth factor receptor 4	ENSBTAG00000011624	ENSBTAG00000010543
FGF22	FGFR1	fibroblast growth factor 22	fibroblast growth factor receptor 1	ENSBTAG00000027357	ENSBTAG00000015457
FGF22	FGFR2	fibroblast growth factor 22	fibroblast growth factor receptor 2	ENSBTAG00000027357	ENSBTAG00000014064
FGF23	FGFR1	fibroblast growth factor 23	fibroblast growth factor receptor 1	ENSBTAG00000030343	ENSBTAG00000015457
FGF23	FGFR2	fibroblast growth factor 23	fibroblast growth factor receptor 2	ENSBTAG00000030343	ENSBTAG00000014064
FGF23	FGFR3	fibroblast growth factor 23	fibroblast growth factor receptor 3	ENSBTAG00000030343	ENSBTAG00000007164
FGF23	FGFR4	fibroblast growth factor 23	fibroblast growth factor receptor 4	ENSBTAG00000030343	ENSBTAG00000010543
FGF23	PHEX	fibroblast growth factor 23	phosphate regulating endopeptidase X-linked	ENSBTAG00000030343	ENSBTAG00000000419
FGF2	CD44	fibroblast growth factor 2	CD44 molecule (Indian blood group)	ENSBTAG00000005691	ENSBTAG00000011578
FGF2	FGFR1	fibroblast growth factor 2	fibroblast growth factor receptor 1	ENSBTAG00000005691	ENSBTAG00000015457
FGF2	FGFR2	fibroblast growth factor 2	fibroblast growth factor receptor 2	ENSBTAG00000005691	ENSBTAG00000014064
FGF2	FGFR3	fibroblast growth factor 2	fibroblast growth factor receptor 3	ENSBTAG00000005691	ENSBTAG00000007164
FGF2	FGFR4	fibroblast growth factor 2	fibroblast growth factor receptor 4	ENSBTAG00000005691	ENSBTAG00000010543
FGF2	FGFRL1	fibroblast growth factor 2	fibroblast growth factor receptor like 1	ENSBTAG00000005691	ENSBTAG00000027464
FGF2	GPC4	fibroblast growth factor 2	glypican 4	ENSBTAG00000005691	ENSBTAG00000020644
FGF2	NRP1	fibroblast growth factor 2	neuropilin 1	ENSBTAG00000005691	ENSBTAG00000019866
FGF2	SDC1	fibroblast growth factor 2	syndecan 1	ENSBTAG00000005691	ENSBTAG00000011154
FGF2	SDC2	fibroblast growth factor 2	syndecan 2	ENSBTAG00000005691	ENSBTAG00000014357
FGF2	SDC3	fibroblast growth factor 2	syndecan 3	ENSBTAG00000005691	ENSBTAG00000026676
FGF2	SDC4	fibroblast growth factor 2	syndecan 4	ENSBTAG00000005691	ENSBTAG00000015127
FGF3	FGFR1	fibroblast growth factor 3	fibroblast growth factor receptor 1	ENSBTAG00000008623	ENSBTAG00000015457
FGF3	FGFR2	fibroblast growth factor 3	fibroblast growth factor receptor 2	ENSBTAG00000008623	ENSBTAG00000014064
FGF3	FGFR3	fibroblast growth factor 3	fibroblast growth factor receptor 3	ENSBTAG00000008623	ENSBTAG00000007164
FGF3	FGFR4	fibroblast growth factor 3	fibroblast growth factor receptor 4	ENSBTAG00000008623	ENSBTAG00000010543
FGF4	FGFR1	fibroblast growth factor 4	fibroblast growth factor receptor 1	ENSBTAG00000012563	ENSBTAG00000015457
FGF4	FGFR2	fibroblast growth factor 4	fibroblast growth factor receptor 2	ENSBTAG00000012563	ENSBTAG00000014064
FGF4	FGFR3	fibroblast growth factor 4	fibroblast growth factor receptor 3	ENSBTAG00000012563	ENSBTAG00000007164
FGF4	FGFR4	fibroblast growth factor 4	fibroblast growth factor receptor 4	ENSBTAG00000012563	ENSBTAG00000010543
FGF4	NRP1	fibroblast growth factor 4	neuropilin 1	ENSBTAG00000012563	ENSBTAG00000019866
FGF5	FGFR1	fibroblast growth factor 5	fibroblast growth factor receptor 1	ENSBTAG00000056440	ENSBTAG00000015457
FGF5	FGFR2	fibroblast growth factor 5	fibroblast growth factor receptor 2	ENSBTAG00000056440	ENSBTAG00000014064
FGF5	FGFR3	fibroblast growth factor 5	fibroblast growth factor receptor 3	ENSBTAG00000056440	ENSBTAG00000007164
FGF5	FGFR4	fibroblast growth factor 5	fibroblast growth factor receptor 4	ENSBTAG00000056440	ENSBTAG00000010543
FGF6	FGFR1	fibroblast growth factor 6	fibroblast growth factor receptor 1	ENSBTAG00000006800	ENSBTAG00000015457
FGF6	FGFR2	fibroblast growth factor 6	fibroblast growth factor receptor 2	ENSBTAG00000006800	ENSBTAG00000014064
FGF6	FGFR3	fibroblast growth factor 6	fibroblast growth factor receptor 3	ENSBTAG00000006800	ENSBTAG00000007164
FGF6	FGFR4	fibroblast growth factor 6	fibroblast growth factor receptor 4	ENSBTAG00000006800	ENSBTAG00000010543
FGF6	SDC4	fibroblast growth factor 6	syndecan 4	ENSBTAG00000006800	ENSBTAG00000015127
FGF7	FGFR1	fibroblast growth factor 7	fibroblast growth factor receptor 1	ENSBTAG00000051898	ENSBTAG00000015457
FGF7	FGFR2	fibroblast growth factor 7	fibroblast growth factor receptor 2	ENSBTAG00000051898	ENSBTAG00000014064
FGF7	FGFR3	fibroblast growth factor 7	fibroblast growth factor receptor 3	ENSBTAG00000051898	ENSBTAG00000007164
FGF7	FGFR4	fibroblast growth factor 7	fibroblast growth factor receptor 4	ENSBTAG00000051898	ENSBTAG00000010543
FGF7	NRP1	fibroblast growth factor 7	neuropilin 1	ENSBTAG00000051898	ENSBTAG00000019866
FGF8	FGFR1	fibroblast growth factor 8	fibroblast growth factor receptor 1	ENSBTAG00000001530	ENSBTAG00000015457
FGF8	FGFR2	fibroblast growth factor 8	fibroblast growth factor receptor 2	ENSBTAG00000001530	ENSBTAG00000014064
FGF8	FGFR3	fibroblast growth factor 8	fibroblast growth factor receptor 3	ENSBTAG00000001530	ENSBTAG00000007164
FGF8	FGFR4	fibroblast growth factor 8	fibroblast growth factor receptor 4	ENSBTAG00000001530	ENSBTAG00000010543
FGF9	FGFR1	fibroblast growth factor 9	fibroblast growth factor receptor 1	ENSBTAG00000058363	ENSBTAG00000015457
FGF9	FGFR2	fibroblast growth factor 9	fibroblast growth factor receptor 2	ENSBTAG00000058363	ENSBTAG00000014064
FGF9	FGFR3	fibroblast growth factor 9	fibroblast growth factor receptor 3	ENSBTAG00000058363	ENSBTAG00000007164
FGF9	FGFR4	fibroblast growth factor 9	fibroblast growth factor receptor 4	ENSBTAG00000058363	ENSBTAG00000010543
FGG	ITGA2B	fibrinogen gamma chain	integrin subunit alpha 2b	ENSBTAG00000006745	ENSBTAG00000008165
FGG	ITGA5	fibrinogen gamma chain	integrin subunit alpha 5	ENSBTAG00000006745	ENSBTAG00000013745
FGG	ITGAV	fibrinogen gamma chain	integrin subunit alpha V	ENSBTAG00000006745	ENSBTAG00000019929
FGG	ITGB1	fibrinogen gamma chain	integrin subunit beta 1	ENSBTAG00000006745	ENSBTAG00000015910
FGG	ITGB2	fibrinogen gamma chain	integrin subunit beta 2	ENSBTAG00000006745	ENSBTAG00000017060
FGG	ITGB3	fibrinogen gamma chain	integrin subunit beta 3	ENSBTAG00000006745	ENSBTAG00000009987
FGG	TLR4	fibrinogen gamma chain	toll like receptor 4	ENSBTAG00000006745	ENSBTAG00000006240
FGL1	EGFR	fibrinogen like 1	epidermal growth factor receptor	ENSBTAG00000016177	ENSBTAG00000011628
FLT3LG	FLT3	fms related receptor tyrosine kinase 3 ligand	fms related receptor tyrosine kinase 3	ENSBTAG00000038045	ENSBTAG00000018572
FN1	C5AR1	fibronectin 1	complement C5a receptor 1	ENSBTAG00000008300	ENSBTAG00000020872
FN1	CD44	fibronectin 1	CD44 molecule (Indian blood group)	ENSBTAG00000008300	ENSBTAG00000011578
FN1	CD79A	fibronectin 1	CD79a molecule	ENSBTAG00000008300	ENSBTAG00000001882
FN1	COL13A1	fibronectin 1	collagen type XIII alpha 1 chain	ENSBTAG00000008300	ENSBTAG00000011741
FN1	FLT4	fibronectin 1	fms related receptor tyrosine kinase 4	ENSBTAG00000008300	ENSBTAG00000001462
FN1	IL17RC	fibronectin 1	interleukin 17 receptor C	ENSBTAG00000008300	ENSBTAG00000033669
FN1	ITGA2	fibronectin 1	integrin subunit alpha 2	ENSBTAG00000008300	ENSBTAG00000019289
FN1	ITGA2B	fibronectin 1	integrin subunit alpha 2b	ENSBTAG00000008300	ENSBTAG00000008165
FN1	ITGA3	fibronectin 1	integrin subunit alpha 3	ENSBTAG00000008300	ENSBTAG00000019498
FN1	ITGA4	fibronectin 1	integrin subunit alpha 4	ENSBTAG00000008300	ENSBTAG00000009256
FN1	ITGA5	fibronectin 1	integrin subunit alpha 5	ENSBTAG00000008300	ENSBTAG00000013745
FN1	ITGA6	fibronectin 1	integrin subunit alpha 6	ENSBTAG00000008300	ENSBTAG00000017266
FN1	ITGA8	fibronectin 1	integrin subunit alpha 8	ENSBTAG00000008300	ENSBTAG00000007602
FN1	ITGA9	fibronectin 1	integrin subunit alpha 9	ENSBTAG00000008300	ENSBTAG00000016566
FN1	ITGAV	fibronectin 1	integrin subunit alpha V	ENSBTAG00000008300	ENSBTAG00000019929
FN1	ITGB1	fibronectin 1	integrin subunit beta 1	ENSBTAG00000008300	ENSBTAG00000015910
FN1	ITGB3	fibronectin 1	integrin subunit beta 3	ENSBTAG00000008300	ENSBTAG00000009987
FN1	ITGB6	fibronectin 1	integrin subunit beta 6	ENSBTAG00000008300	ENSBTAG00000009080
FN1	ITGB7	fibronectin 1	integrin subunit beta 7	ENSBTAG00000008300	ENSBTAG00000018993
FN1	ITGB8	fibronectin 1	integrin subunit beta 8	ENSBTAG00000008300	ENSBTAG00000003709
FN1	MAG	fibronectin 1	myelin associated glycoprotein	ENSBTAG00000008300	ENSBTAG00000017044
FN1	NT5E	fibronectin 1	5-nucleotidase ecto	ENSBTAG00000008300	ENSBTAG00000048655
FN1	PLAUR	fibronectin 1	"plasminogen activator, urokinase receptor"	ENSBTAG00000008300	ENSBTAG00000013125
FN1	ROBO4	fibronectin 1	roundabout guidance receptor 4	ENSBTAG00000008300	ENSBTAG00000004356
FN1	SDC2	fibronectin 1	syndecan 2	ENSBTAG00000008300	ENSBTAG00000014357
FN1	TMPRSS6	fibronectin 1	transmembrane serine protease 6	ENSBTAG00000008300	ENSBTAG00000032152
FN1	TNFRSF11B	fibronectin 1	TNF receptor superfamily member 11b	ENSBTAG00000008300	ENSBTAG00000007423
FN1	TSHR	fibronectin 1	thyroid stimulating hormone receptor	ENSBTAG00000008300	ENSBTAG00000017489
FSHB	ADCYAP1R1	follicle stimulating hormone subunit beta	ADCYAP receptor type I	ENSBTAG00000010889	ENSBTAG00000020247
FSHB	ADRB2	follicle stimulating hormone subunit beta	adrenoceptor beta 2	ENSBTAG00000010889	ENSBTAG00000002144
FSHB	ADRB3	follicle stimulating hormone subunit beta	adrenoceptor beta 3	ENSBTAG00000010889	ENSBTAG00000017981
FSHB	FSHR	follicle stimulating hormone subunit beta	follicle stimulating hormone receptor	ENSBTAG00000010889	ENSBTAG00000032424
FSHB	GPR20	follicle stimulating hormone subunit beta	G protein-coupled receptor 20	ENSBTAG00000010889	ENSBTAG00000015985
FSHB	GPR84	follicle stimulating hormone subunit beta	G protein-coupled receptor 84	ENSBTAG00000010889	ENSBTAG00000015592
FSHB	PTH1R	follicle stimulating hormone subunit beta	parathyroid hormone 1 receptor	ENSBTAG00000010889	ENSBTAG00000016948
FSHB	RAMP2	follicle stimulating hormone subunit beta	receptor activity modifying protein 2	ENSBTAG00000010889	ENSBTAG00000019903
FSHB	RAMP3	follicle stimulating hormone subunit beta	receptor activity modifying protein 3	ENSBTAG00000010889	ENSBTAG00000020704
FSHB	TSHR	follicle stimulating hormone subunit beta	thyroid stimulating hormone receptor	ENSBTAG00000010889	ENSBTAG00000017489
FSHB	VIPR1	follicle stimulating hormone subunit beta	vasoactive intestinal peptide receptor 1	ENSBTAG00000010889	ENSBTAG00000006567
FST	BMPR1B	follistatin	bone morphogenetic protein receptor type 1B	ENSBTAG00000003329	ENSBTAG00000002081
FST	BMPR2	follistatin	bone morphogenetic protein receptor type 2	ENSBTAG00000003329	ENSBTAG00000006420
GAD1	GRM4	glutamate decarboxylase 1	glutamate metabotropic receptor 4	ENSBTAG00000007258	ENSBTAG00000013632
GAL	ADRA2A	galanin and GMAP prepropeptide	adrenoceptor alpha 2A	ENSBTAG00000009393	ENSBTAG00000039292
GAL	GALR1	galanin and GMAP prepropeptide	galanin receptor 1	ENSBTAG00000009393	ENSBTAG00000021003
GAL	GALR2	galanin and GMAP prepropeptide	galanin receptor 2	ENSBTAG00000009393	ENSBTAG00000024910
GAL	GALR3	galanin and GMAP prepropeptide	galanin receptor 3	ENSBTAG00000009393	ENSBTAG00000008857
GAL	GRM7	galanin and GMAP prepropeptide	glutamate metabotropic receptor 7	ENSBTAG00000009393	ENSBTAG00000013047
GAL	MTNR1A	galanin and GMAP prepropeptide	melatonin receptor 1A	ENSBTAG00000009393	ENSBTAG00000046938
GAS6	AXL	growth arrest specific 6	AXL receptor tyrosine kinase	ENSBTAG00000019964	ENSBTAG00000003166
GAS6	MERTK	growth arrest specific 6	"MER proto-oncogene, tyrosine kinase"	ENSBTAG00000019964	ENSBTAG00000005828
GAS6	TYRO3	growth arrest specific 6	TYRO3 protein tyrosine kinase	ENSBTAG00000019964	ENSBTAG00000001694
GAST	CCKBR	gastrin	cholecystokinin B receptor	ENSBTAG00000017663	ENSBTAG00000005236
